ID,electricity_consumption
1341,255.88205909295957
1342,265.8825266843241
1343,268.15226759748316
1344,257.2545291909675
1345,256.8168373298749
1346,300.2935092519949
1347,271.1903877843748
1348,421.87078454737957
1349,464.97438622575856
1350,415.9660424629453
1351,428.7948890441608
1352,422.71720922631766
1353,409.2226284507537
1354,397.5377914423318
1355,384.5044761476574
1356,462.72580982160105
1357,429.8200006385566
1358,468.8816943050328
1359,438.6908979047673
1360,446.59188835577265
1361,412.4911279303969
1362,448.5018529533084
1363,466.9911121064188
1364,461.1682051928536
1365,426.90512565542247
1366,430.9136863234051
1367,419.3201841413364
1368,478.3524185324583
1369,421.9450673383324
1370,428.96209381052677
1371,432.3587239570768
1372,427.32566299622306
1373,407.8151416949537
1374,408.53587810855095
1375,385.5115206460494
1376,428.1838970901337
1377,378.0369125244108
1378,399.660771549286
1379,425.2236873132863
1380,357.5654071418405
1381,310.1278054366769
1382,298.94373379134953
1383,279.25698023926327
1384,272.91642416269013
1385,294.84009823842445
1386,291.67776597705483
1387,305.3331658021353
1388,307.76329674728544
1389,307.4469444222767
1390,405.5173467962112
1391,457.1473586705265
1392,374.4725261965296
1393,412.9634744398942
1394,409.82364401094657
1395,328.7759794492165
1396,342.6005780949738
1397,393.4622731363172
1398,322.6728644363765
1399,295.27049084336244
1400,284.63027444032195
1401,255.9844704729919
1402,246.16732433595996
1403,222.2514480695493
1404,246.91970292499826
1405,231.24069424689213
1406,217.30076986249253
1407,216.8264400904757
1408,215.98542068326609
1409,218.6315463841762
1410,220.08308728199023
1411,214.42509789448818
1412,227.55820339941195
1413,206.02951892139234
1414,206.0358919348923
1415,204.52050847131045
1416,238.38415557510717
1417,272.05847650103544
1418,394.6689720528503
1419,318.14682089980926
1420,337.44366943773525
1421,282.347204964769
1422,263.19279868085675
1423,246.01423525542148
1424,228.3007195267377
1425,223.37531595687298
1426,219.21315961055686
1427,236.16676298763426
1428,216.46406421518324
1429,215.4837853295934
1430,210.05147541935895
1431,213.08199663616358
1432,207.36983774736348
1433,208.95068769616435
1434,208.6072512282355
1435,208.6841591572919
1436,213.65125282050033
1437,204.64264508059813
1438,207.90214543578827
1439,207.37907324759
1440,207.2713204789972
1441,204.2110532462546
1442,201.71673416487724
1443,309.4936088028972
1444,286.2825140298008
1445,345.2952401931684
1446,334.0957547669464
1447,368.99586772769493
1448,356.9156853905951
1449,299.5533541087062
1450,262.51539142147686
1451,246.64513297658087
1452,246.58594071223962
1453,244.5075681486538
1454,224.825557898195
1455,220.07116639678813
1456,217.87282074576953
1457,218.94598609172118
1458,217.56522963752855
1459,257.87914612381144
1460,209.6600651880147
1461,210.627706351719
1462,206.57761438726413
1463,220.24547122793732
1464,205.59905910671364
1465,209.1620535215087
1466,206.2139120490594
1467,210.01771987278164
1468,205.18775087266636
1469,219.46704419326952
1470,211.7017672658082
1471,202.7553900798735
1472,202.6915092505464
1473,202.9862306296492
1474,200.68702549372793
1475,200.81338427008944
1476,200.24910462916012
1477,200.90746759400452
1478,200.904234234371
1479,201.50207284814928
1480,207.21049016505182
1481,201.75630110391506
1482,206.47317464291658
1483,204.94273663912827
1484,202.2440931247396
1485,207.82811925984998
1486,267.2064912961459
1487,292.68848029055044
2040,234.45825347487832
2041,223.20346483441597
2042,230.23167295667935
2043,217.95021954947697
2044,217.81321775178986
2045,210.6336193242739
2046,208.6060550707424
2047,212.62244586389704
2048,210.0808855061031
2049,216.33568235501568
2050,231.26691196379022
2051,210.85363794309217
2052,228.97985611356452
2053,238.51486893522687
2054,244.6401139462578
2055,241.92298967629011
2056,222.619675586663
2057,243.99067475929712
2058,246.8743776550587
2059,239.43890526247523
2060,250.07968597863095
2061,246.50405366668267
2062,333.7433745193071
2063,334.86829736737104
2064,260.4847692960919
2065,289.8317102968989
2066,298.9274481821838
2067,348.8779269233418
2068,305.38286147120795
2069,357.80140452441975
2070,292.0286051261019
2071,342.4390033573356
2072,264.76101583476907
2073,282.14644597969215
2074,266.1425086931153
2075,264.68272525054743
2076,267.2542730355275
2077,260.5689829208543
2078,264.2105291953924
2079,253.67746991659996
2080,243.72035798634408
2081,260.51399324885546
2082,270.15743410397437
2083,284.0784200782593
2084,312.2775738907127
2085,311.22629236839697
2086,291.28929860205125
2087,282.8195027344764
2088,288.6531934349317
2089,318.65252495986607
2090,412.6000883379763
2091,363.77326396794166
2092,406.2495449870296
2093,407.2500959216684
2094,415.4592578198202
2095,403.7593016775877
2096,328.580499650935
2097,326.43974421040076
2098,310.63558155918736
2099,295.82893521719456
2100,274.1928098466297
2101,233.90077630997794
2102,255.91214666195827
2103,255.54414171764776
2104,255.89560490622003
2105,251.40790399155676
2106,267.25029422007145
2107,257.04953107173054
2108,250.2083918523297
2109,245.43558763182205
2110,265.09847686462757
2111,291.95253785485454
2112,332.9746996517256
2113,338.8537841266171
2114,368.3213757273417
2115,382.14694045969054
2116,371.6685663090796
2117,393.13480287510197
2118,358.43013757097367
2119,368.95023414240063
2120,316.51835844159336
2121,328.7845560738817
2122,303.153487925428
2123,266.4413594802802
2124,262.71230741864736
2125,260.1780222069724
2126,263.25277241050634
2127,256.3776914254859
2128,255.64083488044582
2129,250.0770263691855
2130,258.3834835082516
2131,255.1617500032202
2132,299.5199247246951
2133,296.13404106023086
2134,290.6004808821452
2135,331.032054912197
2136,298.82390288339434
2137,342.81393729682037
2138,321.1162791693947
2139,369.1215142892541
2140,343.9402395467405
2141,384.89870185620595
2142,360.21845103436414
2143,384.03213139078855
2144,335.186394750373
2145,319.49339598466867
2146,284.53143529269596
2147,276.1787110843187
2148,288.0538426599095
2149,272.3884474767804
2150,267.2086233071485
2151,246.32686635043103
2152,274.2299513517788
2153,269.1844078589318
2154,293.60454430062833
2155,283.37555573270487
2156,311.45630927352056
2157,308.46467911174744
2158,300.6621390786268
2159,283.5792154959934
2160,298.6610985013405
2161,286.107945765762
2162,280.1905891860653
2163,266.6185504558603
2164,266.72862198480294
2165,258.4577698102436
2166,258.5480886058528
2167,218.83458607066055
2168,250.59328418269442
2169,214.23061073359855
2170,213.26454315137778
2171,229.31985441613722
2172,223.7326474442476
2173,214.8523228982301
2174,209.5551811932093
2175,250.49107545506965
2176,310.19450256160263
2177,297.80263955448027
2178,321.736205105406
2179,341.2073110692041
2180,329.6338960642523
2181,326.82109438850676
2182,353.30593460397154
2183,357.2286433567292
2184,355.0000414469349
2185,340.9729747195443
2186,328.2928361909266
2187,343.3247807436457
2188,356.9927603986164
2189,331.1977485224811
2190,298.62981076893453
2191,352.48389973211073
2192,283.28939546413136
2193,270.61387781737596
2194,302.67604070716953
2195,301.09889973027964
2196,253.893920341274
2197,251.61508173572744
2198,240.14178113143078
2199,255.76810621793632
2200,250.29729511286584
2201,266.4568681566018
2202,252.44864315632879
2203,283.4665549975786
2204,299.78921798649486
2205,293.0680590919013
2206,270.3377588786578
2207,271.96070787353625
2760,278.0434409095566
2761,280.3523597447287
2762,279.9996999511122
2763,278.5182914749479
2764,352.24011570846886
2765,346.7816374827141
2766,349.04155721064956
2767,342.1836349662102
2768,301.9226249613532
2769,304.08311340281136
2770,291.78687518592835
2771,270.8438652107471
2772,263.66620906430575
2773,272.65087082520125
2774,296.3880516450044
2775,304.77213847172857
2776,297.84685134361206
2777,283.389549600467
2778,284.13495573838776
2779,277.43466646390704
2780,312.59340997666135
2781,341.4916276980816
2782,356.7572404785296
2783,332.75054683145305
2784,343.29157163345866
2785,381.9914084153455
2786,342.9786960900061
2787,386.64685495337733
2788,348.55833010151383
2789,341.3417770187766
2790,322.73744123972034
2791,337.94235210936864
2792,300.54805696181904
2793,275.4663140653214
2794,273.2051621049896
2795,273.6357449649128
2796,267.190102400306
2797,245.17333706786926
2798,253.4765605931773
2799,257.0615067823946
2800,283.83135101755386
2801,267.981881760914
2802,272.1655596112682
2803,278.3445600627882
2804,274.5711099000282
2805,274.89314339196255
2806,280.84360616485975
2807,278.43819382463727
2808,278.2863968764173
2809,276.5708708796748
2810,277.7046847105669
2811,276.1100325620292
2812,353.49201101589716
2813,348.75418553127173
2814,328.9067651382959
2815,318.16331291543224
2816,292.2908911590165
2817,293.15661769016594
2818,275.6221728753204
2819,287.7231238041509
2820,270.7835529685111
2821,263.96130935805985
2822,280.6221821281115
2823,269.51867147494227
2824,278.1075316534218
2825,280.0579799031874
2826,278.16920151446686
2827,281.50386203513546
2828,289.4500282023805
2829,288.648882461595
2830,287.8506326312225
2831,289.87774745028037
2832,279.98696966485693
2833,297.277352938233
2834,307.168671357188
2835,307.8322306028878
2836,305.809036942659
2837,311.062263016245
2838,332.6519681107791
2839,302.8485037943745
2840,313.54273060008376
2841,311.7050812387469
2842,304.26284531052465
2843,292.5331864195651
2844,296.36562350784135
2845,294.447508398719
2846,294.97209306986235
2847,294.2068158532891
2848,293.845489968374
2849,294.87551175186013
2850,261.2138359451923
2851,295.66991161709865
2852,294.66164199157885
2853,295.27568094662934
2854,335.08316160013294
2855,316.813868386123
2856,319.0859966489459
2857,314.50536915465995
2858,347.60249490568486
2859,317.10873309287854
2860,307.4052070161037
2861,310.6593279148925
2862,304.9908404382296
2863,304.7002713377113
2864,308.75388210499915
2865,301.59198903285346
2866,297.25997687702386
2867,267.71225237170944
2868,275.08125622890583
2869,269.8989283040151
2870,271.2719009446726
2871,256.9052377280922
2872,241.0595802246931
2873,246.9889949984863
2874,247.39476846675848
2875,235.4641821603393
2876,227.49764873939122
2877,222.26696185357468
2878,231.6443990185934
2879,224.4216609291833
2880,224.20169401479342
2881,227.79166880452942
2882,223.53537490973707
2883,221.295357976226
2884,221.04949291380234
2885,221.76718530520665
2886,224.31960622721022
2887,221.0777299825769
2888,221.24637545216348
2889,221.4721550168737
2890,221.90124789562336
2891,223.9586056569845
2892,221.97803926942044
2893,223.73957397062154
2894,225.5762494233256
2895,223.56568542414988
2896,225.89819361885955
2897,225.34920724363252
2898,224.5407223748712
2899,257.0056913729011
2900,260.86552431481215
2901,261.9285546405313
2902,258.96498794588683
2903,275.2285351549879
2904,285.1547323507004
2905,267.11991741781685
2906,274.00374376639763
2907,299.8952775622367
2908,353.7184336172961
2909,337.5737913074699
2910,337.8400259115166
2911,272.47396403541273
2912,267.9311351620481
2913,261.6303964340722
2914,253.65725988752186
2915,233.12721179652
2916,235.01238452721233
2917,236.35241297949594
2918,230.928483154708
2919,229.23766779902746
2920,230.4094282609776
2921,226.91736176439073
2922,234.9969618331927
2923,240.79853839317624
2924,242.32252013702004
2925,229.4559348651395
2926,230.5802005098004
2927,229.15022564202928
2928,224.9502282363354
2929,287.4955711376962
2930,263.0245008394444
2931,269.92074001105544
2932,271.5836046718733
2933,268.7402632125975
2934,276.7256018694683
2935,271.07610375408063
2936,262.99477422178336
2937,245.42513407443778
2938,251.36935591438774
2939,236.39142107276734
2940,239.316920875715
2941,227.3326638370601
2942,230.09114046098975
2943,230.71861610865383
2944,232.38412278918113
2945,252.91318206843525
2946,263.43607313411496
2947,263.0849721107342
2948,269.20072102389605
2949,259.69650401510387
2950,270.3503211180562
2951,266.75491577961697
3504,409.41936925119205
3505,358.9996688255335
3506,333.75446353509926
3507,415.09237664491116
3508,411.65011128866354
3509,309.7071881784709
3510,309.52376061282325
3511,305.3089425929889
3512,324.18997044783424
3513,301.4573613273168
3514,288.95052921964543
3515,300.34094108538
3516,292.63584149313215
3517,283.50889353880547
3518,287.377214421334
3519,283.5673491309475
3520,285.0167742748901
3521,282.78507269139305
3522,264.9019790679655
3523,286.5879202703482
3524,284.19702231482995
3525,293.09996836206375
3526,294.57431567650104
3527,295.27936275653417
3528,295.9549412125623
3529,295.0723922662437
3530,293.878722964737
3531,294.1044825818705
3532,332.7904361890963
3533,334.5250455530607
3534,302.56385850893986
3535,302.86049498577455
3536,296.68003196039643
3537,295.3319315628164
3538,292.2361484949859
3539,270.4310672810481
3540,259.9952625207296
3541,246.1325373748121
3542,252.46468947790189
3543,246.4747608674295
3544,251.26987020378812
3545,259.47535035550885
3546,282.9815239584156
3547,265.66798637669547
3548,267.92748775993346
3549,291.1190111157298
3550,291.5592820583337
3551,294.04719726665957
3552,291.5517461337856
3553,318.3584195222121
3554,313.93780062540014
3555,300.97921119045765
3556,302.065369802064
3557,301.1729066227058
3558,294.83479026856617
3559,295.13777607938323
3560,295.2744725508633
3561,294.2689260368415
3562,297.7179197565471
3563,298.9133371318519
3564,279.3005978667477
3565,261.87050150859113
3566,265.2908604600524
3567,288.3105731704917
3568,297.32756812379506
3569,294.76297811257257
3570,295.7602245678659
3571,291.4264690594818
3572,288.93183227342007
3573,290.74717068925764
3574,287.031393036721
3575,292.1139745455756
3576,301.37683061339334
3577,295.238698951751
3578,297.74304439216286
3579,296.33147654839433
3580,303.21132576398645
3581,316.3288097128002
3582,296.69706366682937
3583,296.57125819669943
3584,294.30432380655276
3585,290.2008346592378
3586,263.44544927911744
3587,264.14283782216734
3588,260.4092291247255
3589,243.10207102636141
3590,255.01295891723896
3591,227.77461543748603
3592,227.0599894970663
3593,246.28550971968173
3594,278.9976149789349
3595,279.70295683798037
3596,289.6695206776625
3597,295.17287603617393
3598,265.15215278667074
3599,277.7042002391417
3600,280.420276684207
3601,257.21951454822596
3602,265.16092174903275
3603,279.3019673334621
3604,271.58830186806404
3605,268.16440368171953
3606,266.00142303896723
3607,262.34770057484076
3608,260.13020311051326
3609,255.4368345459436
3610,286.64599543186455
3611,287.41150599468443
3612,276.36382829378834
3613,287.80024984015716
3614,294.9467014709572
3615,280.84564412716975
3616,256.80561810358876
3617,284.95224107655093
3618,275.3628934528981
3619,262.3210277995447
3620,275.1139057339664
3621,248.40281308681912
3622,251.33422488444813
3623,251.26757164012776
3624,262.1878518003579
3625,262.3435896819252
3626,246.77606131929693
3627,262.42732032276854
3628,248.73073974546296
3629,274.6928316638598
3630,283.5759545304726
3631,248.4023700101227
3632,283.5231239929159
3633,249.68423318492208
3634,281.0936802851916
3635,261.80712445720934
3636,217.16412560866382
3637,224.1182250773684
3638,226.51228308932062
3639,233.11423109065785
3640,230.73659203581735
3641,233.47892032808466
3642,248.90180794267562
3643,254.8096344523822
3644,277.33686197091174
3645,280.4045102691382
3646,272.6441826862818
3647,268.26477307393344
3648,270.16115303575486
3649,287.05472354817806
3650,296.24706267972
3651,299.29512962246287
3652,297.2562837634597
3653,301.2650939223165
3654,300.9296865198064
3655,301.5764214289732
3656,300.99352905692615
3657,279.90927043490586
3658,282.82273057364137
3659,236.97915025683866
3660,225.46415717252003
3661,223.97146098369257
3662,226.8490927010602
3663,240.6737868738479
3664,239.74563773108218
3665,241.58304384226878
3666,243.4058198839079
3667,241.66223146086475
3668,243.90827570633107
3669,254.89443898762428
3670,239.53065327829742
3671,278.1211898592855
4224,296.15393797899765
4225,305.9373927999143
4226,300.97634693630107
4227,316.28878268377525
4228,296.73116601266827
4229,298.5484749154124
4230,295.6166592721096
4231,291.9910268139505
4232,289.9128161263974
4233,282.68969666621985
4234,259.89177260251313
4235,286.28577690149655
4236,244.21634914045404
4237,258.0091133270423
4238,249.28437979298928
4239,266.07955120547217
4240,270.0200944706199
4241,234.01853761319714
4242,246.47907850325583
4243,259.21830724241255
4244,276.7218211851378
4245,297.1355109994766
4246,296.8376723061769
4247,294.5730047429431
4248,295.71808219409814
4249,293.54982927072376
4250,294.98066214606075
4251,301.47567587049065
4252,311.1504366435096
4253,301.272960211611
4254,301.62809356563196
4255,300.0973677779681
4256,297.3835577092104
4257,293.12672100436777
4258,235.81851802834223
4259,248.0436967539346
4260,262.2121839605512
4261,230.97582517378632
4262,259.8762173341214
4263,253.9454593202353
4264,259.2738885697996
4265,249.73123844456438
4266,262.45695268645517
4267,279.98113633793344
4268,255.55440086122064
4269,289.87315986753197
4270,292.39150511558006
4271,302.2961673158769
4272,292.85188901457934
4273,295.5146205728227
4274,294.1616530941455
4275,294.367235167565
4276,310.779008939284
4277,300.66021160221686
4278,301.65083860978444
4279,309.6601095642356
4280,304.43098287651895
4281,296.2381716752048
4282,295.6816075063798
4283,311.1882316205853
4284,313.65196452724626
4285,308.9079342315196
4286,256.2909307193608
4287,301.80408426980665
4288,263.61116057994525
4289,260.8712491896109
4290,299.6133458493786
4291,286.8684237770962
4292,269.63770002787425
4293,289.12120013389966
4294,289.6907482883819
4295,293.03352128960694
4296,301.3594009687133
4297,299.77819296805
4298,299.78064086807296
4299,310.8442551205522
4300,306.41964656736513
4301,314.03286494605413
4302,301.48045206196343
4303,314.62573317078034
4304,314.330624451986
4305,309.5320133379527
4306,319.4763565788957
4307,305.99631292402415
4308,285.23661635693145
4309,305.6230837560672
4310,285.5513865312584
4311,314.04130505026575
4312,316.99938331985004
4313,307.2631626910118
4314,303.258827722445
4315,302.32856135958895
4316,321.43723469375215
4317,330.3692737013901
4318,310.6020015004164
4319,309.8876717330445
4320,304.63224440974
4321,308.47297822618077
4322,292.04773091729663
4323,315.6831877372877
4324,311.23344153649055
4325,310.1486470152507
4326,297.15166254782713
4327,288.8871015048063
4328,301.6135904988907
4329,310.6104892475214
4330,303.0625934278625
4331,302.02096766035226
4332,301.07057127838374
4333,313.77439786300505
4334,310.7737271698486
4335,314.4717334219485
4336,315.652927144066
4337,304.19478815606215
4338,313.99299886696707
4339,309.172382025541
4340,319.0317520168699
4341,326.31244176983864
4342,337.4521261564589
4343,309.72136986876546
4344,326.7434178586441
4345,307.36925750816897
4346,317.83538093041125
4347,317.06982928378426
4348,316.8695489515067
4349,311.04299842766295
4350,310.88537524000014
4351,310.7514237629407
4352,304.83736015466945
4353,302.80378295196846
4354,312.8791588013904
4355,313.610719591696
4356,314.3742407743313
4357,326.00956365152933
4358,318.2964653035846
4359,317.7135028068705
4360,310.79348629676196
4361,310.7108882057796
4362,317.62619008645703
4363,319.8079165644692
4364,319.527445052867
4365,319.6991942613619
4366,319.01953168957147
4367,310.947419793049
4368,316.8029101989971
4369,314.7461282171674
4370,315.23426578147536
4371,316.2941542837373
4372,312.60523875620345
4373,308.2483975303605
4374,316.77303901061623
4375,314.77907825388064
4376,312.75987231073276
4377,315.54257950796597
4378,314.4246954907231
4379,331.97696892026346
4380,320.6139712327574
4381,318.2855296224214
4382,307.6830130716477
4383,324.7619303222926
4384,318.37201762943744
4385,316.4502279926674
4386,316.4461487163196
4387,317.11808878530036
4388,316.00578563138146
4389,318.7604279231375
4390,316.5019147043862
4391,316.0751535518107
4392,317.1185534307032
4393,307.83018854607604
4394,315.42587620174805
4395,316.20631609838364
4396,311.2841449488978
4397,301.75898840399645
4398,299.72735426894184
4399,304.7025485680672
4400,310.26352145273864
4401,306.76263669844735
4402,276.2368204864989
4403,239.01811868007226
4404,246.5044166989913
4405,239.93640452961907
4406,257.6735891657015
4407,222.01598628548538
4408,225.12247036663953
4409,253.89236423578322
4410,240.1317099419562
4411,255.39524059750977
4412,250.02822902905842
4413,255.45724497593852
4414,287.16506610261877
4415,305.9684442077406
4968,318.24379043346283
4969,310.57946551763047
4970,310.6989580381736
4971,302.8657452167244
4972,300.92788858102455
4973,298.22613653906245
4974,308.95951009209944
4975,310.7330421460625
4976,318.53679808562237
4977,311.1707384552348
4978,321.1678956489131
4979,312.805425086224
4980,319.4594830412705
4981,311.2401342200188
4982,322.2547794682448
4983,307.93115140193396
4984,307.5578095374092
4985,332.68841286867786
4986,307.94404648661185
4987,319.4478005937659
4988,312.7118659518725
4989,329.07433679799055
4990,336.9285147525796
4991,322.85708185485635
4992,329.58531149813365
4993,327.85015550349226
4994,324.1700433039457
4995,324.3062013315037
4996,320.6705989947508
4997,342.990688340769
4998,326.2423136269248
4999,321.0935121473113
5000,324.6277858792465
5001,319.15810012676053
5002,315.3213702424575
5003,311.5212759530186
5004,320.4720249760965
5005,320.7125636339231
5006,502.35738947097707
5007,312.1411885640621
5008,310.8387011168709
5009,327.263467933377
5010,318.2851823888056
5011,479.5265987846404
5012,312.8507080621143
5013,448.09425205259083
5014,495.83466086250917
5015,319.32470929354156
5016,370.55972325255914
5017,319.6523105796473
5018,320.8565789806551
5019,320.24585342761384
5020,316.84676757293187
5021,524.5948271695968
5022,319.1097863631825
5023,317.50889148177123
5024,333.04383297849336
5025,295.92206650502607
5026,291.2274514560794
5027,317.2639192256308
5028,302.8449694446935
5029,307.4601829941384
5030,307.4086974607019
5031,323.4270723467078
5032,321.8113518999101
5033,302.0398085174369
5034,302.82414769504777
5035,305.3976921199856
5036,303.024100883649
5037,296.4867143352145
5038,304.27454827058233
5039,301.01943270917394
5040,308.61941576776763
5041,301.67946324485905
5042,291.9958467104641
5043,290.4017942555787
5044,298.75545521323363
5045,292.7191058811588
5046,289.9485769283408
5047,289.5252154790619
5048,297.1999224589515
5049,310.97716431425937
5050,306.22254771246264
5051,307.5493344233748
5052,317.44734804803073
5053,306.0262965112019
5054,297.1584053727693
5055,310.8772856760068
5056,306.07813950771464
5057,303.63255992379965
5058,301.3214795191876
5059,318.99427287318315
5060,304.0799753059091
5061,309.7854846257724
5062,304.61051083162
5063,318.55868242007665
5064,310.9347890350454
5065,311.5307067477523
5066,316.71167776191874
5067,318.3403866208757
5068,308.74645867907634
5069,305.76059279029835
5070,304.9894222474522
5071,310.89634443968737
5072,309.6975447867552
5073,308.1430957110849
5074,305.4080135897857
5075,307.0432917211272
5076,277.5750669527495
5077,299.28563320401946
5078,298.3684140116301
5079,261.31513646098153
5080,291.9227648788606
5081,301.55000530815954
5082,298.3957691173669
5083,307.09673513460683
5084,314.91734803090213
5085,309.6567097996406
5086,400.2506405060963
5087,315.74740890340433
5088,317.9325091125167
5089,316.6429459033878
5090,318.88151529364404
5091,310.9678864743327
5092,315.6485177604229
5093,317.22847110058336
5094,315.9674986251835
5095,318.09268177095345
5096,317.7367671146896
5097,321.44473573433595
5098,507.4594837884036
5099,324.4029093947345
5100,486.5893034689667
5101,396.6070300150011
5102,320.553605137861
5103,391.3391896835832
5104,480.13111574553784
5105,305.4935861477899
5106,316.0287939836074
5107,330.7982951009334
5108,386.11785543198914
5109,459.3721913409139
5110,529.2958622551693
5111,525.1468781850266
5112,316.0760207007527
5113,370.89352990651554
5114,314.3696655914204
5115,311.1545208358616
5116,317.2544832324249
5117,318.6734589275095
5118,310.72066487460654
5119,314.9304004220947
5120,310.64634607623077
5121,310.3305170438042
5122,282.8029209025744
5123,282.8483137504553
5124,244.9395946251713
5125,263.0275348259666
5126,266.5537994418001
5127,259.9501643240474
5128,248.9649557866975
5129,264.0541580770674
5130,292.7799537207854
5131,302.46225689266555
5132,321.09093774956835
5133,293.2197996511802
5134,303.3247008275484
5135,322.7517784021386
5136,304.264689154984
5137,297.87076744159685
5138,320.3739518159766
5139,317.2378815629429
5140,304.7983909094342
5141,301.804335256123
5142,314.7609023625466
5143,314.9982879541412
5144,315.980640017974
5145,299.73585917467057
5146,309.25522382319735
5147,317.50675734964733
5148,279.928964560076
5149,297.00761936106375
5150,297.1072507845152
5151,302.05148751476185
5152,266.2164080420176
5153,289.19244999492776
5154,290.2518432950382
5155,320.6697135254419
5156,302.5779286426009
5157,293.9737683007973
